id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16427742,cozy room (1 br in a 2 br apt) upper west side,107699884,cynthia,manhattan,upper west side,40.79096,-73.97582,private room,86,1,42,2019-06-15,1.55,1,24
16427854,trendy 1 bedroom apartment in cool les hood.,83185960,dr. amy,manhattan,lower east side,40.7151,-73.98661,entire home/apt,180,3,49,2019-05-28,1.58,1,1
16429097,east williamsburg 1br apt. w/ yard!,11429272,greicy,brooklyn,williamsburg,40.70603,-73.94147,entire home/apt,116,1,55,2018-10-13,1.89,1,0
16429863,sunny private bedroom in an apartment sunnyside,44269300,franklyn,queens,sunnyside,40.7396,-73.92324,private room,115,2,24,2019-04-20,0.78,1,19
16429866,sunny room in brooklyn by n train,36758315,isadora,brooklyn,sunset park,40.64342,-74.01224,private room,60,2,1,2017-01-02,0.03,1,0
16431249,cozy apartment in heart of manhattan!,16792201,ileana,manhattan,kips bay,40.74092,-73.97993,entire home/apt,190,9,5,2019-04-21,0.2,1,0
16435953,bedroom in east williamsburg!,107082851,brian,brooklyn,williamsburg,40.70899,-73.94063,private room,45,5,0,0,0.0,2,0
16436865,one bedroom by lincoln center,91299100,christopher,manhattan,upper west side,40.77406,-73.98252,entire home/apt,150,3,2,2017-04-24,0.07,2,0
16438038,cosy room in williamsburg,40630037,clara,brooklyn,williamsburg,40.70786,-73.94821,private room,60,2,8,2017-10-03,0.26,1,0
16438893,"great room in brooklyn, the park, 30 min to mh.",64042146,david,brooklyn,flatbush,40.65096,-73.96395,private room,33,5,2,2017-06-12,0.06,1,0
16439234,"big, bright 1 bedroom b/w columbia, city college",1877402,anna,manhattan,harlem,40.81199,-73.95341,entire home/apt,125,2,10,2018-05-06,0.36,2,0
16439426,spacious room in large 2 bedroom prewar apartment,21136805,kalim,brooklyn,crown heights,40.66973,-73.95634,private room,41,1,7,2019-02-15,0.23,1,45
16439716,lovely bright room in heart of williamsburg ny,16462666,ali,brooklyn,williamsburg,40.71353,-73.96144,private room,89,3,0,0,0.0,3,0
16440392,nyc style comfort 1 bd w/private living space,104497453,mark,brooklyn,bedford-stuyvesant,40.68606,-73.92356,entire home/apt,150,2,7,2017-09-24,0.24,3,37
16441625,"sunny full floor 2 bedroom in greenpoint, brooklyn",1239078,michael,brooklyn,greenpoint,40.72607,-73.95777,entire home/apt,150,2,30,2017-10-06,1.01,2,0
16441995,sunny & sweet 1br bk apt - 25 mins to manhattan,24092157,julie,brooklyn,bedford-stuyvesant,40.68004,-73.9215,entire home/apt,143,2,8,2018-09-03,0.26,1,38
16442568,big room near the park,107830761,jonathan,brooklyn,flatbush,40.65203,-73.9628,private room,36,6,1,2017-01-05,0.03,1,0
16442834,modern 1-bedroom apartment in fordham,2422554,brais,bronx,university heights,40.86084,-73.90288,entire home/apt,110,7,0,0,0.0,2,40
16442999,cozy studio in the heart of manhattan,107833451,helena & greg,manhattan,kips bay,40.74081,-73.98018,entire home/apt,200,5,1,2017-01-02,0.03,1,0
16443103,sunny and new luxury studio,107836121,svetlana,manhattan,midtown,40.76555,-73.98029,entire home/apt,150,5,1,2017-10-16,0.05,1,0
16444320,upper west side - two private rooms!,6897064,paula,manhattan,upper west side,40.78142,-73.98418,private room,87,3,1,2017-01-02,0.03,2,0
16444558,upper west side - private room!,6897064,paula,manhattan,upper west side,40.78138,-73.98318,private room,50,3,0,0,0.0,2,0
16448634,centrally located east village studio,49987,meg,manhattan,east village,40.73245,-73.98873,entire home/apt,130,2,1,2016-12-31,0.03,1,0
16449480,entire 1br apt in manhattanville,43490434,corey,manhattan,harlem,40.82003,-73.95194,entire home/apt,100,2,68,2019-06-11,2.33,1,9
16450351,stunning views room for two!,14416504,standout,manhattan,financial district,40.70639,-74.00794,private room,120,5,0,0,0.0,1,0
16451907,lg park slope apt with washer/dryer & backyard,1223281,annette,brooklyn,gowanus,40.66621,-73.99311,entire home/apt,100,5,10,2018-12-28,0.41,1,0
16453520,"beautiful, cozy 1bedroom in williamsburg",1647202,katya,brooklyn,williamsburg,40.7083,-73.94933,entire home/apt,100,1,37,2019-05-28,1.28,1,44
16454164,beautiful and quiet morningside heights 1br,19659393,cathy,manhattan,morningside heights,40.80826,-73.96499,entire home/apt,105,2,1,2017-01-02,0.03,1,0
16455521,cozy studio on roosevelt island,96438921,yanru,manhattan,roosevelt island,40.7623,-73.95044,entire home/apt,96,4,0,0,0.0,1,0
16456120,peaceful room in bedstuy brooklyn,881222,andreas,brooklyn,bedford-stuyvesant,40.68576,-73.93223,private room,70,3,0,0,0.0,1,0
16462626,hip 2 bed in williamsburg w/private backyard,108009985,helma,brooklyn,williamsburg,40.70971,-73.95229,entire home/apt,225,7,8,2017-06-24,0.26,1,0
16463445,beautiful apt in ues,50549111,laura,manhattan,upper east side,40.77198,-73.95003,entire home/apt,200,3,3,2019-01-01,0.1,1,0
16463598,penthouse huge balcony on lex(1br),50482164,nina,manhattan,midtown,40.75993,-73.97054,entire home/apt,145,1,51,2017-09-18,1.69,1,0
16465524,shared room in brooklyn,40871485,ajay,brooklyn,bay ridge,40.63821,-74.0273,shared room,22,5,1,2017-01-14,0.03,1,0
16465638,modern apartment in bed-stuy,794727,martin,brooklyn,bedford-stuyvesant,40.69022,-73.94298,entire home/apt,60,4,11,2019-06-01,0.36,1,0
16465690,room in the heart of east village,52243881,andrea,manhattan,east village,40.7232,-73.98223,private room,90,1,8,2018-01-02,0.26,2,0
16466095,comfy room at the heart of williamsburg,19804292,volkan,brooklyn,williamsburg,40.71199,-73.95581,private room,80,3,0,0,0.0,1,0
16466733,spacious light tribeca loft!,25528796,julia,manhattan,tribeca,40.71812,-74.0044,entire home/apt,190,3,0,0,0.0,1,0
16466804,gorgeous garden apt on stunning park,1708922,molly & mike,brooklyn,greenpoint,40.72463,-73.94128,entire home/apt,128,4,17,2019-05-27,0.67,1,9
16467165,studio apartment in prospect lefferts gardens,7579679,martha,brooklyn,prospect-lefferts gardens,40.66153,-73.96185,entire home/apt,50,4,1,2017-05-03,0.04,1,0
16467731,beautiful 2 br apt. in most convenient spot,108055585,sue,manhattan,upper west side,40.78864,-73.97683,entire home/apt,300,2,9,2018-12-16,0.53,1,105
16468001,charming upper west private floor,49208451,alix,manhattan,upper west side,40.7819,-73.98367,private room,200,1,2,2016-12-29,0.06,1,0
16468083,modern bedroom in brooklyn! bushwick! fun area!,107948590,mailee,brooklyn,bushwick,40.69452,-73.92322,private room,59,1,1,2016-12-28,0.03,1,0
16468214,great pad in brooklyn next to train,108061424,kevin,brooklyn,crown heights,40.66961,-73.94032,private room,85,2,3,2018-01-02,0.12,1,0
16469132,sunny private room close to central park - harlem,16273228,sherian,manhattan,east harlem,40.79602,-73.94884,private room,77,1,6,2017-07-20,0.23,1,0
16469710,nantucket lounge of upper east side,108078909,andrew,manhattan,upper east side,40.77174,-73.95703,private room,113,1,7,2017-12-31,0.23,1,0
16471707,bright and cozy room is clinton hill-brooklyn,538300,hubert,brooklyn,bedford-stuyvesant,40.6965,-73.9601,private room,54,5,12,2018-12-09,0.4,1,21
16475935,master bedroom in clinton hill,23700673,yoni,brooklyn,clinton hill,40.69377,-73.96229,private room,100,3,0,0,0.0,2,2
16476403,livingroom for rent queen size sofa bed or air bed,23095202,victoria,brooklyn,east flatbush,40.63425,-73.94862,shared room,45,2,0,0,0.0,2,88
16476956,newly renovated & fully furnished super clean,51065605,charles,bronx,port morris,40.80743,-73.92971,entire home/apt,115,5,7,2019-07-01,0.23,1,7
16477061,classic upper east side manhattan,3428943,travel bug,manhattan,upper east side,40.76906,-73.95369,entire home/apt,119,7,0,0,0.0,1,0
16479076,big private room in manhattan,60344033,chung hao,manhattan,washington heights,40.84916,-73.93759,private room,35,5,0,0,0.0,1,0
16479344,large studio apt in central harlem (entire apt),2970729,vera,manhattan,harlem,40.8116,-73.943,entire home/apt,120,3,15,2019-07-02,2.06,1,15
16479459,huge modern ensuite. convenient. incredible view!,19442899,david,manhattan,hell's kitchen,40.75545,-73.99547,private room,119,7,11,2017-10-20,0.37,1,0
16480421,huge bedroom/private entrance/heart of bushwick,62925063,andrea,brooklyn,bushwick,40.70275,-73.93288,private room,69,1,6,2019-04-13,0.33,2,83
16480673,charming 1 bdr apt in the heart of west village,19578509,elodie,manhattan,west village,40.73409,-74.00621,entire home/apt,190,2,24,2019-06-18,0.78,1,0
16485273,"quiet, clean, comfortable place in upper manhattan",1624568,kristina,manhattan,inwood,40.8698,-73.92255,entire home/apt,120,1,30,2019-07-01,1.1,1,35
16485990,beautiful 2 br apartment next to restaurants/train,13713605,bea ebony,brooklyn,kensington,40.64272,-73.97187,entire home/apt,140,3,13,2019-06-23,1.09,2,141
16487043,great sunny 1 bedroom,42783841,andy,manhattan,east village,40.72807,-73.97718,entire home/apt,85,5,0,0,0.0,1,0
16487157,great room 3 min to train 25 min to manhattan.,85499618,ibi,queens,rego park,40.72507,-73.86959,shared room,110,1,5,2019-05-18,0.39,1,56
16487967,private room in 4br modern manhattan apartment,24752198,brando,manhattan,upper west side,40.80347,-73.96607,private room,38,3,1,2017-01-30,0.03,1,0
16489175,"spacious lic apartment, 10 min to grand central",108275969,john,queens,long island city,40.74902,-73.9472,private room,57,5,0,0,0.0,1,0
16490625,luxury and design in a cultivated escape,15651084,saya,manhattan,murray hill,40.74917,-73.97549,entire home/apt,200,2,0,0,0.0,1,0
16490903,spacious room within minutes to a express train!,10896884,gaurav,manhattan,washington heights,40.84798,-73.94092,private room,99,2,0,0,0.0,1,0
16491507,extra cozy room in center of williamsburg,4033160,brian,brooklyn,williamsburg,40.71404,-73.95783,private room,98,1,3,2017-01-01,0.1,1,0
16491731,1 twinxl bed walk-to time square #forreal,51830483,nathan,manhattan,hell's kitchen,40.76106,-73.98891,private room,79,1,20,2019-02-19,0.7,2,151
16493057,artistic union sq duplex + private roof top nyc,69398683,ben,manhattan,west village,40.73795,-74.00139,entire home/apt,175,2,7,2019-07-01,0.38,1,0
16493084,bedroom (king) & private bath - brand new & modern,7427325,jenia,manhattan,hell's kitchen,40.76548,-73.99374,private room,200,1,20,2017-06-29,0.69,2,0
16496715,sunny and cozy bedroom near columbia university,11084524,ruby,manhattan,morningside heights,40.80439,-73.96263,private room,50,3,0,0,0.0,1,0
16497297,glass factory loft,5379884,jacob,brooklyn,greenpoint,40.73792,-73.95541,private room,60,7,5,2019-05-31,0.16,1,0
16498294,cozy beautiful apt in east village,13312279,marta,manhattan,east village,40.72638,-73.98464,entire home/apt,125,4,17,2018-09-01,0.56,1,0
16499274,two bedroom apt in williamsburg,13924244,steven,brooklyn,williamsburg,40.71281,-73.94246,entire home/apt,100,4,48,2019-05-14,2.16,1,6
16499824,"upper west 2br, met, lincoln center, central park",108367656,lesya,manhattan,upper west side,40.77547,-73.98154,entire home/apt,225,4,10,2018-11-25,0.42,1,0
16504513,gorgeous industrial loft in prime williamsburg,5179443,vinay,brooklyn,williamsburg,40.72162,-73.96029,entire home/apt,195,4,7,2018-11-11,0.23,1,0
16504986,sunny bedroom in the heart of bushwick,108448918,jermaine,brooklyn,bushwick,40.70076,-73.92878,private room,55,3,13,2017-05-28,0.43,1,0
16505722,"spacious, bright studio near prospect park",15279171,ashley,brooklyn,flatbush,40.6456,-73.95982,entire home/apt,55,2,5,2017-08-28,0.16,1,0
16507116,"the real nyc experience! 20 mins to ny, queen bed",51025844,kdn,manhattan,inwood,40.86768,-73.92685,private room,69,2,41,2019-06-23,1.34,3,180
16507990,cozy upper west private floor,108489381,shane,manhattan,upper west side,40.78296,-73.98284,private room,165,1,1,2017-01-02,0.03,1,0
16508394,manhattan two bedroom renovated apt.,108494755,denise,manhattan,inwood,40.86253,-73.9277,entire home/apt,75,5,0,0,0.0,1,0
16508710,small cozy room,20414850,han,queens,glendale,40.70419,-73.88558,private room,40,2,2,2016-12-29,0.06,1,0
16514760,large 1br brooklyn apt,45293248,nicholas,brooklyn,williamsburg,40.70589,-73.95123,entire home/apt,137,3,3,2017-09-04,0.1,1,0
16514949,1 bedr.apt.(1-3 guests)+wifi-private bath+kitchen,99643776,claire,manhattan,chinatown,40.71682,-73.99574,entire home/apt,160,3,40,2019-07-03,1.35,2,124
16515501,"bright, open, and beautiful 2-bedroom!",411560,joel,brooklyn,williamsburg,40.70893,-73.94662,entire home/apt,200,2,1,2017-08-28,0.04,1,0
16517710,unique & cozy studio near central park,20354091,ana,manhattan,upper east side,40.76513,-73.96583,entire home/apt,160,5,14,2019-06-30,1.22,1,92
16518377,east village 1br apt with all the amenities,3012457,cody,manhattan,east village,40.7235,-73.97963,entire home/apt,200,2,3,2018-07-10,0.16,1,0
16519069,cozy private room in share apartment near midtown,108608482,ivan,manhattan,kips bay,40.74227,-73.97432,private room,100,5,2,2017-07-16,0.07,1,0
16519154,sunny modern studio in williamsburg,19480727,helen,brooklyn,williamsburg,40.71013,-73.96517,entire home/apt,175,5,6,2019-05-24,0.21,1,0
16519911,fabulous art-filled west village home (1br),13584145,monika,manhattan,west village,40.73308,-74.00203,entire home/apt,275,2,4,2018-07-17,0.15,1,0
16527938,beautiful room in a sunny apartment west harlem!,76767234,ac,manhattan,harlem,40.82128,-73.95835,private room,100,2,0,0,0.0,1,40
16528098,cozy apartment in the heart of west village,7244288,eric,manhattan,west village,40.7326,-74.00824,entire home/apt,180,3,46,2018-09-22,1.51,1,0
16528572,east williamsburg private room w/ backyard access,67925153,deanna,brooklyn,williamsburg,40.70509,-73.93322,private room,45,1,8,2017-04-08,0.26,1,0
16529413,private bedroom in beautiful central williamsburg!,14624072,louis,brooklyn,williamsburg,40.71753,-73.94946,private room,48,2,1,2017-01-15,0.03,1,0
16529755,super cozy room !convenient,1863597,nicole,manhattan,chelsea,40.74324,-73.99586,private room,115,1,9,2019-04-10,0.34,1,172
16530373,"master suite in lovely, sunny dumbo apartment",1649108,allie,brooklyn,navy yard,40.70095,-73.98006,private room,135,1,50,2019-05-30,1.87,3,29
16530447,bushwick modern apartment // 1 block from subway,22760867,rachel,brooklyn,bushwick,40.69833,-73.9266,entire home/apt,200,2,0,0,0.0,1,0
16530947,cozy artsy private room in williamsburg,71370032,hannah,brooklyn,williamsburg,40.70827,-73.94749,private room,80,1,0,0,0.0,1,0
16530962,studio apartment ues - 12/31 - 1/14 availablity,73643863,lauren,manhattan,upper east side,40.77675,-73.95206,entire home/apt,95,3,0,0,0.0,1,0
16533876,charming spacious room in williamsburg,11521252,florence,brooklyn,williamsburg,40.7129,-73.94896,private room,83,4,0,0,0.0,1,0
16534037,1 br at wyndham midtown 45 nyc,61463458,gary,manhattan,midtown,40.75377,-73.97203,private room,225,2,2,2018-07-22,0.16,2,0
16534157,room for one or two in  beautiful midwood,48899796,beth,brooklyn,midwood,40.62066,-73.95378,private room,60,2,56,2019-05-26,1.83,2,42
16534337,spacious private room in charming williamsburg,24273714,aracelis,brooklyn,williamsburg,40.71348,-73.93748,private room,85,2,22,2019-06-07,0.72,3,36
16534588,studio unit at wyndham midtown 45 nyc,61463458,gary,manhattan,midtown,40.75172,-73.97193,private room,185,2,0,0,0.0,2,0
16535746,"new penthouse w/ balcony,  city+waterfront views",1363848,matthew,brooklyn,park slope,40.67129,-73.98537,entire home/apt,249,5,18,2019-06-30,0.67,1,54
16540563,sun-filled jewel in the heart of bushwick,108781530,isaac,brooklyn,bushwick,40.69544,-73.92994,private room,35,2,1,2018-09-17,0.1,1,0
16541635,spacious uws studio overlooking central park,77375497,hannah,manhattan,upper west side,40.79163,-73.96727,entire home/apt,100,4,2,2017-09-03,0.09,1,0
16542661,parisian apt in prime carroll gardens brooklyn,72568223,jane jo,brooklyn,gowanus,40.68066,-73.99097,entire home/apt,159,5,12,2017-09-10,0.41,1,0
16543538,sunny private bedroom in harlem,5959857,lukasz,manhattan,harlem,40.82097,-73.95282,private room,40,3,2,2017-02-18,0.07,1,0
16543563,"beautiful private room in east village, nyc",5076469,aaron,manhattan,east village,40.72558,-73.99025,private room,95,7,2,2017-04-16,0.07,1,0
16543637,"huge sunny bedroom, 20 min to times square!",10460189,michael,queens,sunnyside,40.74171,-73.9254,private room,55,6,23,2019-01-06,0.76,1,0
16544473,stylish 1br w/lounge or 2br vintage artists apt.,7824750,donari,brooklyn,williamsburg,40.70725,-73.95271,entire home/apt,122,7,43,2019-06-10,1.41,1,146
16545297,room close to manhatan,36232131,pablo,queens,woodside,40.74354,-73.90093,private room,100,3,0,0,0.0,1,90
16545876,astoria ditmars bedroom,10028635,valentina,queens,ditmars steinway,40.77549,-73.90786,private room,55,3,13,2019-04-25,1.13,1,36
16547073,east williamsburg private 2 bedroom apt by l train,8515724,j,brooklyn,williamsburg,40.70894,-73.94142,entire home/apt,200,1,4,2019-04-22,0.17,3,0
16547704,huge gorgeous room in a park view apartment!,3290436,hadar,brooklyn,flatbush,40.65352,-73.96191,private room,70,2,0,0,0.0,2,177
16552108,cozy s. williamsburg landing pad,795031,d m,brooklyn,williamsburg,40.70896,-73.95383,entire home/apt,136,4,4,2018-08-15,0.15,2,0
16553353,❤️❤️❤️ cozy place by the park for one ❤️❤️❤️,48983104,lily,queens,middle village,40.71991,-73.87439,private room,50,2,47,2019-07-01,1.99,3,90
16553544,gr8 views in heart of williamsburg,28642501,jen,brooklyn,williamsburg,40.71734,-73.95952,private room,210,2,0,0,0.0,1,0
16554288,cozy studio in historic clinton hill near trains,3543739,ashley,brooklyn,clinton hill,40.68513,-73.96789,entire home/apt,95,3,0,0,0.0,1,0
16554488,lovely brooklyn room near train stop,39055365,anaïs,brooklyn,bedford-stuyvesant,40.68156,-73.91424,private room,45,2,5,2017-02-20,0.17,1,0
